chr	st	en	SM-7LV7V_1	SM-7LV7V_2	SM-7LV7W_1	SM-7LV7W_2	SM-7LV7X_1	SM-7LV7X_2	SM-7LV7Y_1	SM-7LV7Y_2	SM-7LV7Z_1	SM-7LV7Z_2	SM-7LV81_1	SM-7LV81_2	SM-7LV82_1	SM-7LV82_2	SM-7LV83_1	SM-7LV83_2	SM-7LV84_1	SM-7LV84_2	SM-7LV85_1	SM-7LV85_2	SM-7LV86_1	SM-7LV86_2	SM-7LV87_1	SM-7LV87_2	SM-7LV88_1	SM-7LV88_2	SM-7LV89_1	SM-7LV89_2	SM-7LV8A_1	SM-7LV8A_2	SM-7LV8B_1	SM-7LV8B_2	SM-7LV8C_1	SM-7LV8C_2	SM-7LV8D_1	SM-7LV8D_2
Pf3D7_07_v3	523000	528000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	gain	gain	gain
Pf3D7_07_v3	523500	525000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	523500	532500	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	524000	532500	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	529000	532500	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	531000	532000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA
Pf3D7_07_v3	532500	544500	loss	loss	loss	loss	loss	loss	NA	NA	loss	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	535500	538000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	536500	544500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	loss	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	537000	544500	NA	NA	NA	NA	NA	NA	loss	loss	NA	loss	loss	loss	NA	loss	NA	loss	NA	loss	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	544500	568000	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	550000	551000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA
Pf3D7_07_v3	551000	554000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA
Pf3D7_07_v3	552500	553000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	554000	555000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	loss
Pf3D7_07_v3	555000	556500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	gain
Pf3D7_07_v3	557000	568000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	563000	564000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	563000	568000	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	563500	566500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	gain	NA	gain	gain	NA	gain	NA	gain	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	564000	566500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	566500	571500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	566500	599000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	568000	570500	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	569000	574500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	gain	gain	gain	gain
Pf3D7_07_v3	569000	575000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA
Pf3D7_07_v3	570500	571500	NA	NA	gain	gain	NA	NA	gain	gain	NA	NA	NA	NA	gain	gain	NA	gain	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	571000	571500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	571500	582000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	571500	585500	NA	NA	loss	NA	NA	NA	NA	NA	loss	NA	NA	NA	NA	loss	NA	NA	loss	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	571500	586000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	571500	587000	NA	NA	NA	loss	NA	NA	loss	loss	NA	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	573000	585500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	574500	577500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	gain	gain	gain	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	574500	582000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	574500	585000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	loss
Pf3D7_07_v3	585000	586500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA
Pf3D7_07_v3	585000	587000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	gain
Pf3D7_07_v3	585500	595000	NA	NA	gain	NA	gain	NA	NA	NA	gain	NA	NA	NA	NA	gain	gain	NA	gain	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	585500	595500	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	586000	595000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	gain	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	587000	589000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	NA	loss
Pf3D7_07_v3	587000	592000	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	587000	595000	NA	gain	NA	gain	NA	NA	gain	gain	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	589000	590500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	NA	NA	gain
Pf3D7_07_v3	589000	596500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA
Pf3D7_07_v3	589500	592000	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	590500	591500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	loss	NA	NA	loss
Pf3D7_07_v3	591000	592000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	591500	592000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	gain
Pf3D7_07_v3	591500	596500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	NA	NA
Pf3D7_07_v3	592000	592500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	NA
Pf3D7_07_v3	592500	596500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA
Pf3D7_07_v3	593000	596500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain
Pf3D7_07_v3	721500	722000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	NA
Pf3D7_07_v3	731000	732500	gain	gain	NA	gain	NA	gain	NA	NA	gain	NA	gain	NA	NA	NA	NA	gain	NA	gain	NA	NA	gain	gain	NA	NA	gain	gain	NA	gain	NA	NA	NA	gain	gain	NA	NA	gain
Pf3D7_07_v3	747000	747500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	gain
Pf3D7_07_v3	767000	767500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	gain
Pf3D7_07_v3	847500	848000	gain	NA	NA	gain	NA	gain	NA	NA	gain	gain	gain	gain	NA	NA	NA	NA	NA	gain	NA	NA	gain	NA	NA	NA	gain	gain	NA	gain	NA	NA	gain	gain	gain	gain	NA	gain
Pf3D7_07_v3	854000	854500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	gain
Pf3D7_07_v3	856500	857000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	gain
Pf3D7_07_v3	888500	889000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	gain
Pf3D7_07_v3	898000	898500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	gain
Pf3D7_07_v3	914500	915000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	gain
Pf3D7_07_v3	999500	1000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	gain
Pf3D7_07_v3	1023000	1023500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	gain
Pf3D7_07_v3	1058500	1059000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	gain
Pf3D7_07_v3	1121500	1122000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	gain
Pf3D7_07_v3	1183500	1184000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	gain
Pf3D7_07_v3	1231500	1232000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	gain
Pf3D7_07_v3	1301000	1301500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	gain
Pf3D7_07_v3	1330000	1330500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_08_v3	8500	23500	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_08_v3	9500	55500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_08_v3	9500	57500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_08_v3	103000	103500	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_08_v3	145500	146000	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_08_v3	179500	180000	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_08_v3	222500	223000	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_08_v3	344000	345000	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_08_v3	344500	345000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA
Pf3D7_08_v3	376500	377500	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain
Pf3D7_08_v3	389000	389500	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain
Pf3D7_08_v3	426500	433500	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_08_v3	427000	435000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	gain	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_08_v3	427000	449500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_08_v3	427500	430500	NA	gain	NA	NA	gain	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_08_v3	427500	431000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	loss	loss	loss	loss	loss
Pf3D7_08_v3	427500	433500	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_08_v3	427500	434500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_08_v3	427500	435000	gain	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	NA	NA	NA	gain	NA	gain	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_08_v3	428000	431000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	loss	loss	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_08_v3	431000	434000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_08_v3	431000	437000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	gain	gain
Pf3D7_08_v3	431000	437500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA
Pf3D7_08_v3	431000	439500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA
Pf3D7_08_v3	433000	435000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_08_v3	433500	435000	NA	NA	gain	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_08_v3	435000	436000	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_08_v3	436000	436500	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_08_v3	442500	443500	NA	NA	NA	NA	gain	NA	gain	gain	NA	NA	NA	NA	gain	gain	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_08_v3	443000	443500	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_08_v3	443000	450000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	NA	NA	gain	gain	NA	NA	NA	NA	NA	NA
Pf3D7_08_v3	449000	449500	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_08_v3	450000	456000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	NA	NA	NA	NA	NA
Pf3D7_08_v3	453500	454000	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_08_v3	456000	462000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
